﻿지하철역ID,환승전호선ID,환승전열차방면,환승후호선ID,환승후열차방면,차량번호,출입문위치
﻿1069073120,﻿1069,﻿국제업무지구,﻿1001,﻿백운,﻿4,﻿4
﻿1069073120,﻿1069,﻿계양,﻿1001,﻿부개,﻿5,﻿1
﻿1069073120,﻿1069,﻿계양,﻿1001,﻿백운,﻿5,﻿1
﻿1069073130,﻿1069,﻿국제업무지구,﻿1071,﻿연수,﻿7,﻿2
﻿1069073130,﻿1069,﻿국제업무지구,﻿1071,﻿남동인더스파크,﻿7,﻿2
﻿1069073130,﻿1069,﻿계양,﻿1071,﻿연수,﻿2,﻿3
﻿1069073130,﻿1069,﻿계양,﻿1071,﻿남동인더스파크,﻿2,﻿3
﻿1071075251,﻿1071,﻿오이도,﻿1004,﻿정왕,﻿3,﻿1
﻿1071075251,﻿1071,﻿오이도,﻿1004,﻿정왕,﻿3,﻿1
﻿1071075257,﻿1071,﻿오이도,﻿1069,﻿신연수,﻿2,﻿2
﻿1071075257,﻿1071,﻿오이도,﻿1069,﻿동춘,﻿2,﻿2
﻿1071075257,﻿1071,﻿송도,﻿1069,﻿신연수,﻿5,﻿3
﻿1071075257,﻿1071,﻿송도,﻿1069,﻿동춘,﻿5,﻿3
﻿1075075210,﻿1075,﻿왕십리,﻿1005,﻿행당,﻿1,﻿1
﻿1075075210,﻿1075,﻿왕십리,﻿1005,﻿마장,﻿1,﻿1
﻿1075075210,﻿1075,﻿왕십리,﻿1002,﻿내선(한양대),﻿1,﻿1
﻿1075075210,﻿1075,﻿왕십리,﻿1002,﻿외선(상왕십리),﻿1,﻿1
﻿1075075210,﻿1075,﻿왕십리,﻿1063,﻿청량리,﻿3,﻿4
﻿1075075210,﻿1075,﻿왕십리,﻿1063,﻿응봉,﻿3,﻿4
﻿1075075213,﻿1075,﻿수원,﻿1007,﻿청담,﻿4,﻿1
﻿1075075213,﻿1075,﻿수원,﻿1007,﻿학동,﻿4,﻿1
﻿1075075213,﻿1075,﻿왕십리,﻿1007,﻿청담,﻿3,﻿4
﻿1075075213,﻿1075,﻿왕십리,﻿1007,﻿학동,﻿3,﻿4
﻿1075075215,﻿1075,﻿왕십리,﻿1002,﻿외선(삼성),﻿6,﻿3
﻿1075075215,﻿1075,﻿왕십리,﻿1002,﻿내선(역삼),﻿5,﻿1
﻿1075075215,﻿1075,﻿수원,﻿1002,﻿외선(삼성),﻿1,﻿2
﻿1075075215,﻿1075,﻿수원,﻿1002,﻿내선(역삼),﻿2,﻿3
﻿1075075217,﻿1075,﻿수원,﻿1003,﻿매봉,﻿5,﻿1
﻿1075075217,﻿1075,﻿왕십리,﻿1003,﻿매봉,﻿6,﻿2
﻿1075075217,﻿1075,﻿수원,﻿1003,﻿대치,﻿6,﻿4
﻿1075075217,﻿1075,﻿왕십리,﻿1003,﻿대치,﻿4,﻿3
﻿1075075221,﻿1075,﻿수원,﻿1003,﻿일원,﻿1,﻿1
