﻿지하철역ID,환승전호선ID,환승전열차방면,환승후호선ID,환승후열차방면,차량번호,출입문위치
﻿1008000817,﻿1008,﻿모란,﻿1003,﻿수서,﻿1,﻿1
﻿1008000817,﻿1008,﻿모란,﻿1003,﻿경찰병원,﻿1,﻿1
﻿1008000817,﻿1008,﻿암사,﻿1003,﻿수서,﻿6,﻿4
﻿1008000817,﻿1008,﻿암사,﻿1003,﻿경찰병원,﻿6,﻿4
﻿1008000820,﻿1008,﻿암사,﻿1075,﻿수서,﻿4,﻿2
﻿1008000820,﻿1008,﻿암사,﻿1075,﻿가천대,﻿4,﻿2
﻿1008000820,﻿1008,﻿모란,﻿1075,﻿수서,﻿3,﻿2
﻿1008000820,﻿1008,﻿모란,﻿1075,﻿가천대,﻿3,﻿2
﻿1008000826,﻿1008,﻿모란,﻿1075,﻿태평,﻿1,﻿1
﻿1008000826,﻿1008,﻿모란,﻿1075,﻿야탑,﻿1,﻿1
﻿1009000902,﻿1009,﻿개화,﻿1065,﻿디지털미디어시티,﻿2,﻿4
﻿1009000902,﻿1009,﻿개화,﻿1065,﻿계양,﻿0,﻿0
﻿1009000902,﻿1009,﻿신논현,﻿1065,﻿디지털미디어시티,﻿0,﻿0
﻿1009000902,﻿1009,﻿신논현,﻿1065,﻿계양,﻿3,﻿1
﻿1009000902,﻿1009,﻿개화,﻿1005,﻿개화산,﻿2,﻿4
﻿1009000902,﻿1009,﻿개화,﻿1005,﻿송정,﻿2,﻿4
﻿1009000902,﻿1009,﻿신논현,﻿1005,﻿개화산,﻿4,﻿4
﻿1009000902,﻿1009,﻿신논현,﻿1005,﻿송정,﻿4,﻿4
﻿1009000913,﻿1009,﻿신논현,﻿1002,﻿내선(합정),﻿4,﻿4
﻿1009000913,﻿1009,﻿신논현,﻿1002,﻿외선(영등포구청),﻿4,﻿4
﻿1009000913,﻿1009,﻿개화,﻿1002,﻿내선(합정),﻿1,﻿1
﻿1009000913,﻿1009,﻿개화,﻿1002,﻿외선(영등포구청),﻿1,﻿1
﻿1009000915,﻿1009,﻿신논현,﻿1005,﻿여의나루,﻿3,﻿3
﻿1009000915,﻿1009,﻿신논현,﻿1005,﻿신길,﻿3,﻿3
﻿1009000915,﻿1009,﻿개화,﻿1005,﻿여의나루,﻿2,﻿4
﻿1009000915,﻿1009,﻿개화,﻿1005,﻿신길,﻿2,﻿4
﻿1009000917,﻿1009,﻿개화,﻿1001,﻿용산,﻿2,﻿1
﻿1009000917,﻿1009,﻿개화,﻿1001,﻿대방,﻿2,﻿1
﻿1009000917,﻿1009,﻿신논현,﻿1001,﻿용산,﻿1,﻿3
﻿1009000917,﻿1009,﻿신논현,﻿1001,﻿대방,﻿1,﻿3
﻿1009000920,﻿1009,﻿신논현,﻿1004,﻿이촌,﻿1,﻿1
﻿1009000920,﻿1009,﻿신논현,﻿1004,﻿총신대입구(이수),﻿1,﻿1
﻿1009000920,﻿1009,﻿개화,﻿1004,﻿이촌,﻿4,﻿4
﻿1009000920,﻿1009,﻿개화,﻿1004,﻿총신대입구(이수),﻿4,﻿4
﻿1009000923,﻿1009,﻿신논현,﻿1003,﻿잠원,﻿1,﻿4
﻿1009000923,﻿1009,﻿신논현,﻿1003,﻿교대,﻿1,﻿4
﻿1009000923,﻿1009,﻿개화,﻿1003,﻿잠원,﻿4,﻿1
﻿1009000923,﻿1009,﻿개화,﻿1003,﻿교대,﻿4,﻿1
﻿1009000923,﻿1009,﻿신논현,﻿1007,﻿반포,﻿1,﻿4
﻿1009000923,﻿1009,﻿신논현,﻿1007,﻿내방,﻿1,﻿4
﻿1009000923,﻿1009,﻿개화,﻿1007,﻿반포,﻿4,﻿1
﻿1009000923,﻿1009,﻿개화,﻿1007,﻿내방,﻿4,﻿1
﻿1063075110,﻿1063,﻿용산,﻿1001,﻿남영,﻿1,﻿4
﻿1063075110,﻿1063,﻿용산,﻿1001,﻿노량진,﻿1,﻿4
﻿1063075111,﻿1063,﻿용산,﻿1004,﻿신용산,﻿4,﻿3
﻿1063075111,﻿1063,﻿용산,﻿1004,﻿동작,﻿4,﻿3
﻿1063075111,﻿1063,﻿용문,﻿1004,﻿신용산,﻿5,﻿2
﻿1063075111,﻿1063,﻿용문,﻿1004,﻿동작,﻿5,﻿2
﻿1063075114,﻿1063,﻿용산,﻿1003,﻿금호,﻿5,﻿1
﻿1063075114,﻿1063,﻿용산,﻿1003,﻿압구정,﻿5,﻿1
﻿1063075114,﻿1063,﻿용문,﻿1003,﻿금호,﻿4,﻿4
﻿1063075114,﻿1063,﻿용문,﻿1003,﻿압구정,﻿4,﻿4
﻿1063075116,﻿1063,﻿용산,﻿1002,﻿내선(한양대),﻿8,﻿2
﻿1063075116,﻿1063,﻿용산,﻿1002,﻿외선(상왕십리),﻿8,﻿2
﻿1063075116,﻿1063,﻿용문,﻿1005,﻿행당,﻿7,﻿1
﻿1063075116,﻿1063,﻿용문,﻿1005,﻿마장,﻿7,﻿1
﻿1063075116,﻿1063,﻿용문,﻿1002,﻿내선(한양대),﻿7,﻿1
﻿1063075116,﻿1063,﻿용문,﻿1002,﻿외선(상왕십리),﻿7,﻿1
﻿1063075116,﻿1063,﻿용산,﻿1005,﻿행당,﻿8,﻿2
﻿1063075116,﻿1063,﻿용산,﻿1005,﻿마장,﻿8,﻿2
﻿1063075116,﻿1063,﻿용문,﻿1075,﻿서울숲,﻿7,﻿1
﻿1063075116,﻿1063,﻿용산,﻿1075,﻿서울숲,﻿8,﻿2
﻿1063075117,﻿1063,﻿용문,﻿1001,﻿회기,﻿8,﻿4
﻿1063075117,﻿1063,﻿용문,﻿1001,﻿제기동,﻿8,﻿4
﻿1063075117,﻿1063,﻿용산,﻿1001,﻿회기,﻿1,﻿1
﻿1063075117,﻿1063,﻿용산,﻿1001,﻿제기동,﻿1,﻿1
﻿1063075118,﻿1063,﻿용문,﻿1001,﻿외대앞,﻿6,﻿2
﻿1063075118,﻿1063,﻿용문,﻿1001,﻿청량리,﻿6,﻿2
﻿1063075118,﻿1063,﻿용산,﻿1001,﻿외대앞,﻿3,﻿3
﻿1063075118,﻿1063,﻿용산,﻿1001,﻿청량리,﻿3,﻿3
﻿1063075118,﻿1063,﻿용문,﻿1001,﻿외대앞,﻿6,﻿2
﻿1063075118,﻿1063,﻿용문,﻿1001,﻿청량리,﻿6,﻿2
﻿1063075120,﻿1063,﻿용산,﻿1067,﻿망우,﻿4,﻿2
﻿1063075120,﻿1063,﻿용문,﻿1067,﻿광운대,﻿6,﻿2
﻿1063075120,﻿1063,﻿용문,﻿1067,﻿망우,﻿6,﻿2
﻿1063075120,﻿1063,﻿용문,﻿1007,﻿중화,﻿6,﻿2
﻿1063075120,﻿1063,﻿용문,﻿1007,﻿면목,﻿6,﻿2
﻿1063075120,﻿1063,﻿용산,﻿1007,﻿중화,﻿4,﻿2
﻿1001000113,﻿1001,﻿소요산,﻿1007,﻿장암,﻿2,﻿1
﻿1001000113,﻿1001,﻿소요산,﻿1007,﻿수락산,﻿2,﻿1
﻿1001000113,﻿1001,﻿인천,﻿1007,﻿장암,﻿9,﻿3
﻿1001000113,﻿1001,﻿인천,﻿1007,﻿수락산,﻿9,﻿3
﻿1001000116,﻿1001,﻿소요산,﻿1004,﻿노원,﻿1,﻿4
﻿1001000116,﻿1001,﻿소요산,﻿1004,﻿쌍문,﻿1,﻿4
﻿1001000116,﻿1001,﻿인천,﻿1004,﻿노원,﻿10,﻿3
﻿1001000116,﻿1001,﻿소요산,﻿1004,﻿쌍문,﻿10,﻿3
﻿1001000120,﻿1001,﻿인천,﻿1006,﻿돌곶이,﻿1,﻿1
﻿1001000120,﻿1001,﻿인천,﻿1006,﻿태릉입구,﻿1,﻿1
﻿1001000120,﻿1001,﻿소요산,﻿1006,﻿돌곶이,﻿10,﻿4
﻿1001000120,﻿1001,﻿소요산,﻿1006,﻿태릉입구,﻿10,﻿4
﻿1001000123,﻿1001,﻿인천,﻿1063,﻿청량리,﻿4,﻿3
﻿1001000123,﻿1001,﻿인천,﻿1063,﻿중랑,﻿4,﻿3
﻿1001000123,﻿1001,﻿소요산,﻿1063,﻿청량리,﻿7,﻿2
﻿1001000123,﻿1001,﻿소요산,﻿1063,﻿중랑,﻿7,﻿2
﻿1001000124,﻿1001,﻿소요산,﻿1063,﻿왕십리,﻿1,﻿1
﻿1001000124,﻿1001,﻿소요산,﻿1063,﻿회기,﻿1,﻿1
﻿1001000124,﻿1001,﻿인천,﻿1063,﻿왕십리,﻿10,﻿4
﻿1001000124,﻿1001,﻿인천,﻿1063,﻿회기,﻿10,﻿4
﻿1001000126,﻿1001,﻿인천,﻿1002,﻿내선(용두),﻿2,﻿1
﻿1001000126,﻿1001,﻿소요산,﻿1002,﻿내선(용두),﻿9,﻿4
﻿1001000127,﻿1001,﻿인천,﻿1006,﻿신당,﻿2,﻿3
﻿1001000127,﻿1001,﻿인천,﻿1006,﻿창신,﻿2,﻿3
﻿1001000127,﻿1001,﻿소요산,﻿1006,﻿신당,﻿7,﻿1
﻿1001000127,﻿1001,﻿소요산,﻿1006,﻿창신,﻿7,﻿1
﻿1001000128,﻿1001,﻿소요산,﻿1004,﻿혜화,﻿9,﻿3
﻿1001000128,﻿1001,﻿소요산,﻿1004,﻿동대문역사문화공원,﻿9,﻿3
﻿1001000128,﻿1001,﻿인천,﻿1004,﻿혜화,﻿1,﻿3
﻿1001000128,﻿1001,﻿인천,﻿1004,﻿동대문역사문화공원,﻿1,﻿3
﻿1001000130,﻿1001,﻿소요산,﻿1005,﻿광화문,﻿6,﻿1
﻿1001000130,﻿1001,﻿인천,﻿1005,﻿을지로4가,﻿6,﻿1
﻿1001000130,﻿1001,﻿소요산,﻿1005,﻿광화문,﻿6,﻿1
﻿1001000130,﻿1001,﻿인천,﻿1005,﻿을지로4가,﻿6,﻿1
﻿1001000132,﻿1001,﻿소요산,﻿1002,﻿내선(을지로입구),﻿10,﻿4
﻿1001000132,﻿1001,﻿소요산,﻿1002,﻿외선(충정로),﻿10,﻿4
﻿1001000132,﻿1001,﻿인천,﻿1002,﻿내선(을지로입구),﻿1,﻿1
﻿1001000132,﻿1001,﻿인천,﻿1002,﻿외선(충정로),﻿1,﻿1
﻿1001000133,﻿1001,﻿소요산,﻿1063,﻿신촌,﻿10,﻿4
﻿1001000133,﻿1001,﻿천안,﻿1063,﻿신촌,﻿1,﻿2
﻿1001000133,﻿1001,﻿인천,﻿1004,﻿회현,﻿1,﻿2
﻿1001000133,﻿1001,﻿인천,﻿1004,﻿숙대입구,﻿1,﻿2
﻿1001000133,﻿1001,﻿소요산,﻿1004,﻿회현,﻿10,﻿4
﻿1001000133,﻿1001,﻿소요산,﻿1004,﻿숙대입구,﻿10,﻿4
﻿1001000133,﻿1001,﻿인천,﻿1065,﻿공덕,﻿1,﻿2
﻿1001000133,﻿1001,﻿소요산,﻿1065,﻿공덕,﻿10,﻿4
﻿1001000135,﻿1001,﻿인천,﻿1063,﻿이촌,﻿1,﻿1
﻿1001000135,﻿1001,﻿소요산,﻿1063,﻿이촌,﻿6,﻿2
﻿1001000136,﻿1001,﻿소요산,﻿1009,﻿샛강,﻿1,﻿1
﻿1001000136,﻿1001,﻿소요산,﻿1009,﻿노들,﻿1,﻿1
﻿1001000136,﻿1001,﻿인천,﻿1009,﻿샛강,﻿10,﻿4
﻿1001000136,﻿1001,﻿인천,﻿1009,﻿노들,﻿10,﻿4
﻿1001000138,﻿1001,﻿인천,﻿1005,﻿영등포시장,﻿2,﻿4
﻿1001000138,﻿1001,﻿인천,﻿1005,﻿여의도,﻿2,﻿4
﻿1001000138,﻿1001,﻿소요산,﻿1005,﻿영등포시장,﻿9,﻿1
﻿1001000138,﻿1001,﻿소요산,﻿1005,﻿여의도,﻿9,﻿1
﻿1001000140,﻿1001,﻿인천,﻿1002,﻿내선(도림천),﻿2,﻿3
﻿1001000140,﻿1001,﻿인천,﻿1002,﻿외선(도림천),﻿2,﻿3
﻿1001000140,﻿1001,﻿소요산,﻿1002,﻿내선(도림천),﻿4,﻿4
﻿1001000140,﻿1001,﻿소요산,﻿1002,﻿외선(도림천),﻿4,﻿4
﻿1001000141,﻿1001,﻿인천,﻿1001,﻿구일,﻿1,﻿1
﻿1001000141,﻿1001,﻿신창,﻿1001,﻿가산디지털단지,﻿10,﻿4
﻿1001000141,﻿1001,﻿신창,﻿1001,﻿구일,﻿10,﻿4
﻿1001000141,﻿1001,﻿소요산,﻿1001,﻿신도림,﻿1,﻿1
﻿1001000145,﻿1001,﻿인천,﻿1007,﻿천왕,﻿1,﻿1
﻿1001000145,﻿1001,﻿인천,﻿1007,﻿까치울,﻿1,﻿1
﻿1001000145,﻿1001,﻿장암,﻿1007,﻿천왕,﻿10,﻿4
﻿1001000145,﻿1001,﻿장암,﻿1007,﻿까치울,﻿10,﻿4
﻿1001000152,﻿1001,﻿소요산,﻿1069,﻿부평시장,﻿5,﻿4
﻿1001000152,﻿1001,﻿인천,﻿1069,﻿동수,﻿5,﻿4
﻿1001080142,﻿1001,﻿신창,﻿1007,﻿남구로,﻿1,﻿2
﻿1001080142,﻿1001,﻿신창,﻿1007,﻿철산,﻿1,﻿2
﻿1001080142,﻿1001,﻿소요산,﻿1007,﻿남구로,﻿10,﻿3
﻿1001080142,﻿1001,﻿소요산,﻿1007,﻿철산,﻿10,﻿3
﻿1001080155,﻿1001,﻿신창,﻿1075,﻿매교,﻿1,﻿4
﻿1001080155,﻿1001,﻿청량리,﻿1075,﻿매교,﻿5,﻿2
﻿1002000201,﻿1002,﻿내선(을지로3가),﻿1001,﻿종각,﻿1,﻿1
﻿1002000201,﻿1002,﻿내선(을지로3가),﻿1001,﻿서울역,﻿1,﻿1
﻿1006000645,﻿1006,﻿봉화산,﻿1001,﻿신내,﻿5,﻿4
﻿1002000201,﻿1002,﻿외선(충정로),﻿1001,﻿종각,﻿10,﻿4
﻿1002000201,﻿1002,﻿외선(충정로),﻿1001,﻿서울역,﻿10,﻿4
﻿1002000203,﻿1002,﻿내선(을지로4가),﻿1003,﻿종로3가,﻿1,﻿1
﻿1002000203,﻿1002,﻿내선(을지로4가),﻿1003,﻿충무로,﻿1,﻿1
﻿1002000203,﻿1002,﻿외선(시청),﻿1003,﻿종로3가,﻿10,﻿4
﻿1002000203,﻿1002,﻿외선(시청),﻿1003,﻿충무로,﻿10,﻿4
﻿1002000204,﻿1002,﻿내선(을지로4가),﻿1005,﻿종로3가,﻿4,﻿3
﻿1002000204,﻿1002,﻿내선(을지로4가),﻿1005,﻿동대문역사문화공원,﻿4,﻿3
﻿1002000204,﻿1002,﻿외선(시청),﻿1005,﻿종로3가,﻿7,﻿2
﻿1002000204,﻿1002,﻿외선(시청),﻿1005,﻿동대문역사문화공원,﻿7,﻿2
﻿1002000205,﻿1002,﻿내선(신당),﻿1005,﻿을지로4가,﻿6,﻿3
﻿1002000205,﻿1002,﻿내선(신당),﻿1005,﻿청구,﻿6,﻿3
﻿1002000205,﻿1002,﻿내선(신당),﻿1004,﻿동대문,﻿9,﻿1
﻿1002000205,﻿1002,﻿내선(신당),﻿1004,﻿충무로,﻿9,﻿1
﻿1002000205,﻿1002,﻿외선(을지로4가),﻿1005,﻿을지로4가,﻿5,﻿2
﻿1002000205,﻿1002,﻿외선(을지로4가),﻿1005,﻿청구,﻿5,﻿2
﻿1002000205,﻿1002,﻿외선(을지로4가),﻿1004,﻿동대문,﻿2,﻿4
﻿1002000205,﻿1002,﻿외선(을지로4가),﻿1004,﻿충무로,﻿2,﻿4
﻿1002000206,﻿1002,﻿내선(왕십리),﻿1006,﻿청구,﻿10,﻿4
﻿1002000206,﻿1002,﻿내선(왕십리),﻿1006,﻿동묘앞,﻿10,﻿4
﻿1002000206,﻿1002,﻿외선(동대문역사문화공원),﻿1006,﻿청구,﻿1,﻿1
﻿1002000206,﻿1002,﻿외선(동대문역사문화공원),﻿1006,﻿동묘앞,﻿1,﻿1
﻿1002000208,﻿1002,﻿내선(성수),﻿1063,﻿응봉,﻿3,﻿1
﻿1002000208,﻿1002,﻿외선(신당),﻿1063,﻿청량리,﻿3,﻿1
﻿1002000208,﻿1002,﻿외선(신당),﻿1005,﻿행당,﻿6,﻿1
﻿1002000208,﻿1002,﻿외선(신당),﻿1005,﻿마장,﻿6,﻿1
﻿1002000208,﻿1002,﻿외선(신당),﻿1075,﻿서울숲,﻿3,﻿1
﻿1002000208,﻿1002,﻿외선(신당),﻿1005,﻿행당,﻿5,﻿4
﻿1002000208,﻿1002,﻿외선(신당),﻿1005,﻿마장,﻿5,﻿4
﻿1002000208,﻿1002,﻿외선(신당),﻿1063,﻿응봉,﻿8,﻿2
﻿1002000208,﻿1002,﻿외선(신당),﻿1063,﻿청량리,﻿8,﻿2
﻿1002000208,﻿1002,﻿외선(신당),﻿1075,﻿서울숲,﻿8,﻿2
﻿1002000211,﻿1002,﻿외선(성수),﻿1002,﻿외선(뚝섬),﻿0,﻿0
﻿1002000211,﻿1002,﻿외선(성수),﻿1002,﻿내선(건대입구),﻿4,﻿4
﻿1002000211,﻿1002,﻿내선(건대입구),﻿1002,﻿외선(용답),﻿10,﻿4
﻿1002000211,﻿1002,﻿외선(왕십리),﻿1002,﻿외선(용답),﻿0,﻿0
﻿1002000212,﻿1002,﻿내선(잠실),﻿1007,﻿어린이대공원,﻿3,﻿2
﻿1075075221,﻿1075,﻿수원,﻿1003,﻿가락시장,﻿1,﻿1
﻿1075075221,﻿1075,﻿왕십리,﻿1003,﻿일원,﻿6,﻿4
﻿1075075221,﻿1075,﻿왕십리,﻿1003,﻿가락시장,﻿6,﻿4
﻿1075075222,﻿1075,﻿왕십리,﻿1008,﻿장지,﻿1,﻿1
﻿1075075222,﻿1075,﻿왕십리,﻿1008,﻿산성,﻿1,﻿1
﻿1075075222,﻿1075,﻿수원,﻿1008,﻿장지,﻿1,﻿2
﻿1075075222,﻿1075,﻿수원,﻿1008,﻿산성,﻿1,﻿2
﻿1075075225,﻿1075,﻿수원,﻿1008,﻿수진,﻿8,﻿4
﻿1075075225,﻿1075,﻿왕십리,﻿1008,﻿수진,﻿1,﻿1
﻿1075075245,﻿1075,﻿수원,﻿1001,﻿화서,﻿2,﻿3
﻿1075075245,﻿1075,﻿수원,﻿1001,﻿세류,﻿2,﻿3
﻿1077000687,﻿1077,﻿강남,﻿1002,﻿내선(교대),﻿1,﻿1
﻿1077000687,﻿1077,﻿강남,﻿1002,﻿외선(역삼),﻿1,﻿1
﻿1077000688,﻿1077,﻿강남,﻿1003,﻿남부터미널,﻿1,﻿1
﻿1077000688,﻿1077,﻿강남,﻿1003,﻿도곡,﻿1,﻿1
﻿1077000688,﻿1077,﻿정자,﻿1003,﻿남부터미널,﻿6,﻿4
﻿1077000688,﻿1077,﻿정자,﻿1003,﻿도곡,﻿6,﻿4
﻿1077006812,﻿1077,﻿정자,﻿1075,﻿수내,﻿2,﻿1
﻿1077006812,﻿1077,﻿정자,﻿1075,﻿미금,﻿2,﻿1
﻿1009000927,﻿1009,﻿개화,﻿1075,﻿강남구청,﻿3,﻿4
﻿1009000927,﻿1009,﻿개화,﻿1075,﻿선릉,﻿3,﻿4
﻿1009000927,﻿1009,﻿종합운동장,﻿1075,﻿강남구청,﻿2,﻿1
﻿1009000927,﻿1009,﻿종합운동장,﻿1075,﻿선릉,﻿2,﻿1
﻿1075075214,﻿1075,﻿왕십리,﻿1009,﻿언주,﻿6,﻿4
﻿1075075214,﻿1075,﻿왕십리,﻿1009,﻿삼성중앙,﻿6,﻿4
﻿1075075214,﻿1075,﻿수원,﻿1009,﻿언주,﻿2,﻿4
﻿1075075214,﻿1075,﻿수원,﻿1009,﻿삼성중앙,﻿2,﻿4
﻿1009000930,﻿1009,﻿개화,﻿1002,﻿외선(건대입구),﻿3,﻿4
﻿1009000930,﻿1009,﻿개화,﻿1002,﻿내선(선릉),﻿3,﻿4
﻿1002000218,﻿1002,﻿내선(선릉),﻿1009,﻿개화,﻿9,﻿1
﻿1002000218,﻿1002,﻿외선(건대입구),﻿1009,﻿개화,﻿3,﻿1
﻿1063075121,﻿1063,﻿용문,﻿1067,﻿신내,﻿4,﻿4
﻿1063075121,﻿1063,﻿용산,﻿1067,﻿상봉,﻿5,﻿1
﻿1063075121,﻿1063,﻿용산,﻿1067,﻿신내,﻿5,﻿1
﻿1063075312,﻿1063,﻿문산,﻿1005,﻿애오개,﻿8,﻿4
﻿1063075312,﻿1063,﻿문산,﻿1005,﻿마포,﻿8,﻿4
﻿1063075312,﻿1063,﻿문산,﻿1006,﻿대흥,﻿8,﻿4
﻿1063075312,﻿1063,﻿문산,﻿1006,﻿효창공원앞,﻿8,﻿4
﻿1063075312,﻿1063,﻿문산,﻿1065,﻿홍대입구,﻿8,﻿4
﻿1063075312,﻿1063,﻿문산,﻿1065,﻿서울역,﻿8,﻿4
﻿1063075314,﻿1063,﻿공덕,﻿1002,﻿내선(신촌),﻿1,﻿1
﻿1063075314,﻿1063,﻿공덕,﻿1002,﻿외선(합정),﻿1,﻿1
﻿1063075314,﻿1063,﻿문산,﻿1002,﻿내선(신촌),﻿8,﻿4
﻿1063075314,﻿1063,﻿문산,﻿1002,﻿외선(합정),﻿8,﻿4
﻿1063075314,﻿1063,﻿공덕,﻿1065,﻿디지털미디어시티,﻿1,﻿1
﻿1063075314,﻿1063,﻿공덕,﻿1065,﻿공덕,﻿1,﻿1
﻿1063075314,﻿1063,﻿문산,﻿1065,﻿디지털미디어시티,﻿8,﻿4
﻿1063075314,﻿1063,﻿문산,﻿1065,﻿공덕,﻿8,﻿4
﻿1063075315,﻿1063,﻿문산,﻿1063,﻿홍대입구,﻿6,﻿1
﻿1063075315,﻿1063,﻿문산,﻿1063,﻿신촌,﻿6,﻿1
﻿1063075316,﻿1063,﻿서울역,﻿1006,﻿증산,﻿8,﻿4
﻿1063075316,﻿1063,﻿서울역,﻿1006,﻿월드컵경기장,﻿8,﻿4
﻿1063075316,﻿1063,﻿문산,﻿1006,﻿증산,﻿1,﻿1
﻿1063075316,﻿1063,﻿문산,﻿1006,﻿월드컵경기장,﻿1,﻿1
﻿1063075316,﻿1063,﻿서울역,﻿1065,﻿김포공항,﻿0,﻿0
﻿1063075316,﻿1063,﻿서울역,﻿1065,﻿홍대입구,﻿0,﻿0
﻿1063075316,﻿1063,﻿문산,﻿1065,﻿김포공항,﻿0,﻿0
﻿1063075316,﻿1063,﻿문산,﻿1065,﻿홍대입구,﻿0,﻿0
﻿1063075322,﻿1063,﻿문산,﻿1003,﻿백석,﻿4,﻿1
﻿1063075322,﻿1063,﻿문산,﻿1003,﻿화정,﻿4,﻿1
﻿1063075322,﻿1063,﻿서울역,﻿1003,﻿백석,﻿5,﻿3
﻿1063075322,﻿1063,﻿서울역,﻿1003,﻿화정,﻿5,﻿3
﻿1063080313,﻿1063,﻿서울역,﻿1001,﻿시청,﻿8,﻿4
﻿1063080313,﻿1063,﻿서울역,﻿1001,﻿남영,﻿8,﻿4
﻿1063080313,﻿1063,﻿서울역,﻿1004,﻿회현,﻿8,﻿4
﻿1063080313,﻿1063,﻿서울역,﻿1004,﻿숙대입구,﻿8,﻿4
﻿1065006501,﻿1065,﻿서울역,﻿1001,﻿남영,﻿5,﻿1
﻿1065006501,﻿1065,﻿서울역,﻿1001,﻿시청,﻿5,﻿1
﻿1065006501,﻿1065,﻿서울역,﻿1004,﻿회현,﻿5,﻿1
﻿1065006501,﻿1065,﻿서울역,﻿1004,﻿숙대입구,﻿5,﻿1
﻿1065006502,﻿1065,﻿인천국제공항,﻿1005,﻿애오개,﻿1,﻿4
﻿1065006502,﻿1065,﻿인천국제공항,﻿1005,﻿마포,﻿1,﻿4
﻿1065006502,﻿1065,﻿서울역,﻿1005,﻿애오개,﻿6,﻿1
﻿1065006502,﻿1065,﻿서울역,﻿1005,﻿마포,﻿6,﻿1
﻿1065006502,﻿1065,﻿인천국제공항,﻿1006,﻿대흥,﻿1,﻿4
﻿1065006502,﻿1065,﻿인천국제공항,﻿1006,﻿효창공원앞,﻿1,﻿4
﻿1065006502,﻿1065,﻿서울역,﻿1006,﻿대흥,﻿6,﻿1
﻿1065006502,﻿1065,﻿서울역,﻿1006,﻿효창공원앞,﻿6,﻿1
﻿1065006502,﻿1065,﻿인천국제공항,﻿1063,﻿서강대,﻿1,﻿4
﻿1065006503,﻿1065,﻿서울역,﻿1002,﻿내선(신촌),﻿5,﻿3
﻿1065006503,﻿1065,﻿서울역,﻿1002,﻿외선(합정),﻿5,﻿3
﻿1065006503,﻿1065,﻿인천국제공항,﻿1002,﻿내선(신촌),﻿2,﻿2
﻿1065006503,﻿1065,﻿인천국제공항,﻿1002,﻿외선(합정),﻿2,﻿2
﻿1065006503,﻿1065,﻿인천국제공항,﻿1063,﻿가좌,﻿2,﻿2
﻿1065006503,﻿1065,﻿인천국제공항,﻿1063,﻿서강대,﻿2,﻿2
﻿1065006503,﻿1065,﻿서울역,﻿1063,﻿가좌,﻿5,﻿3
﻿1065006503,﻿1065,﻿서울역,﻿1063,﻿서강대,﻿5,﻿3
﻿1065006504,﻿1065,﻿인천국제공항,﻿1006,﻿증산,﻿6,﻿4
﻿1065006504,﻿1065,﻿인천국제공항,﻿1006,﻿월드컵경기장,﻿6,﻿4
﻿1065006504,﻿1065,﻿서울역,﻿1006,﻿증산,﻿2,﻿4
﻿1065006504,﻿1065,﻿서울역,﻿1006,﻿월드컵경기장,﻿2,﻿4
﻿1065006504,﻿1065,﻿인천국제공항,﻿1063,﻿수색,﻿6,﻿4
﻿1065006504,﻿1065,﻿인천국제공항,﻿1063,﻿가좌,﻿6,﻿4
﻿1065006504,﻿1065,﻿서울역,﻿1063,﻿수색,﻿2,﻿4
﻿1065006504,﻿1065,﻿서울역,﻿1063,﻿가좌,﻿2,﻿4
﻿1065006505,﻿1065,﻿인천국제공항,﻿1005,﻿개화산,﻿3,﻿4
﻿1065006505,﻿1065,﻿인천국제공항,﻿1005,﻿송정,﻿3,﻿4
﻿1065006505,﻿1065,﻿서울역,﻿1005,﻿개화산,﻿4,﻿1
﻿1065006505,﻿1065,﻿서울역,﻿1009,﻿개화,﻿6,﻿4
﻿1065006505,﻿1065,﻿서울역,﻿1009,﻿공항시장,﻿6,﻿4
﻿1065006505,﻿1065,﻿서울역,﻿1009,﻿개화,﻿2,﻿2
﻿1065006505,﻿1065,﻿서울역,﻿1009,﻿공항시장,﻿2,﻿2
﻿1065006505,﻿1065,﻿서울역,﻿1005,﻿송정,﻿6,﻿4
﻿1065006506,﻿1065,﻿인천국제공항,﻿1069,﻿귤현,﻿2,﻿1
﻿1065006506,﻿1065,﻿인천국제공항,﻿1069,﻿귤현,﻿5,﻿4
﻿1067080120,﻿1067,﻿상봉,﻿1007,﻿중화,﻿4,﻿4
﻿1067080120,﻿1067,﻿춘천,﻿1007,﻿면목,﻿4,﻿4
﻿1067080120,﻿1067,﻿상봉,﻿1063,﻿중랑,﻿4,﻿4
﻿1067080120,﻿1067,﻿춘천,﻿1063,﻿망우,﻿4,﻿4
﻿1067080121,﻿1067,﻿상봉,﻿1063,﻿상봉,﻿3,﻿4
﻿1067080121,﻿1067,﻿상봉,﻿1063,﻿양원,﻿3,﻿4
﻿1067080121,﻿1067,﻿춘천,﻿1063,﻿양원,﻿6,﻿1
﻿1069073110,﻿1069,﻿계양,﻿1065,﻿검암,﻿3,﻿3
﻿1069073110,﻿1069,﻿계양,﻿1065,﻿김포공항,﻿3,﻿3
﻿1069073118,﻿1069,﻿국제업무지구,﻿1007,﻿굴포천,﻿1,﻿1
﻿1069073118,﻿1069,﻿계양,﻿1007,﻿굴포천,﻿8,﻿4
﻿1069073120,﻿1069,﻿국제업무지구,﻿1001,﻿부개,﻿4,﻿4
